box_id,store_code,store_name,status,sorted_qty,created_by,created_on
035-U-29,035,035 - Lacali - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 16:
035-U-30,035,035 - Lacali - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
035-U-31,035,035 - Lacali - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
035-U-32,035,035 - Lacali - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 18:
035-U-33,035,035 - Lacali - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 09:
035-U-34,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 14:
035-U-35,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 15:
035-U-36,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 16:
035-U-37,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 16:
035-U-38,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 08:
035-U-39,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 09:
035-U-40,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 09:
035-U-41,035,035 - Lacali - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 09:
035-A-01,035,035 - Lacali - MAATC,Closed,8,picker11@almoosa.com.sa,Wed Sep 09 2026 11:
035-A-06,035,035 - Lacali - MAATC,Open,4,SYSADMIN,Mon Sep 14 2026 11:
035-A-05,035,035 - Lacali - MAATC,Open,0,PICKER11@ALMOOSA.COM.SA,Sun Sep 13 2026 15:
036-U-20,036,036 - Lacaly Dareen Mall - MAATC,Closed,205,PICKER4@ALMOOSA.COM.SA,Mon Sep 07 2026 17:
036-U-5,036,036 - Lacaly Dareen Mall - MAATC,Closed,88,PICKER6@ALMOOSA.COM.sa,Mon Sep 07 2026 17:
036-U-1,036,036 - Lacaly Dareen Mall - MAATC,Closed,83,picker6@almoosa.com.sa,Wed Sep 09 2026 09:
036-U-4,036,036 - Lacaly Dareen Mall - MAATC,Closed,83,picker6@almoosa.com.sa,Thu Sep 10 2026 13:
036-A-03,036,036 - Lacaly Dareen Mall - MAATC,Closed,78,PICKER2@ALMOOSA.COM.SA,Sat Sep 12 2026 13:
036-J-02,036,036 - Lacaly Dareen Mall - MAATC,Closed,70,PICKER5@ALMOOSA.COM.SA,Thu Sep 10 2026 14:
036-A-02,036,036 - Lacaly Dareen Mall - MAATC,Closed,69,PICKER2@ALMOOSA.COM.SA,Thu Sep 10 2026 16:
036-J-01,036,036 - Lacaly Dareen Mall - MAATC,Closed,67,PICKER5@ALMOOSA.COM.SA,Wed Sep 09 2026 08:
036-U-3,036,036 - Lacaly Dareen Mall - MAATC,Closed,63,picker6@almoosa.com.sa,Sat Sep 12 2026 15:
036-J-20,036,036 - Lacaly Dareen Mall - MAATC,Closed,56,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 11:
036-U-47,036,036 - Lacaly Dareen Mall - MAATC,Closed,50,PICKER7@ALMOOSA.COM.SA,Sat Sep 12 2026 09:
036-J-03,036,036 - Lacaly Dareen Mall - MAATC,Closed,34,PICKER5@ALMOOSA.COM.SA,Sat Sep 12 2026 16:
036-U-46,036,036 - Lacaly Dareen Mall - MAATC,Closed,31,PICKER7@ALMOOSA.COM.SA,Sat Sep 12 2026 17:
036-U-16,036,036 - Lacaly Dareen Mall - MAATC,Open,22,PICKER4@ALMOOSA.COM.SA,Sat Sep 12 2026 18:
036-U-10,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 13:
036-U-19,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-21,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 14:
036-U-22,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 14:
036-U-23,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 15:
036-U-24,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
036-U-25,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
036-U-26,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
036-U-27,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
036-U-28,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
036-U-29,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 18:
036-U-30,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 08:
036-U-31,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 08:
036-U-32,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 09:
036-U-33,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 09:
036-U-34,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 15:
036-U-35,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-36,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-37,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-38,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-39,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 17:
036-U-40,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 18:
036-U-6,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 11:
036-U-7,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 11:
036-U-8,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 13:
036-U-9,036,036 - Lacaly Dareen Mall - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 13:
036-A-01,036,036 - Lacaly Dareen Mall - MAATC,Closed,8,picker11@almoosa.com.sa,Wed Sep 09 2026 11:
036-A-04,036,036 - Lacaly Dareen Mall - MAATC,Closed,5,PICKER11@ALMOOSA.COM.SA,Sun Sep 13 2026 11:
036-A-05,036,036 - Lacaly Dareen Mall - MAATC,Open,4,SYSADMIN,Mon Sep 14 2026 11:
037-U-1,037,037 - Lacaly AlMahmal - MAATC,Closed,139,PICKER4@ALMOOSA.COM.SA,Mon Sep 07 2026 17:
037-U-16,037,037 - Lacaly AlMahmal - MAATC,Closed,84,PICKER6@ALMOOSA.COM.sa,Mon Sep 07 2026 17:
002-S-12,037,037 - Lacaly AlMahmal - MAATC,Closed,82,picker6@almoosa.com.sa,Thu Sep 10 2026 13:
037-U-17,037,037 - Lacaly AlMahmal - MAATC,Closed,80,picker6@almoosa.com.sa,Wed Sep 09 2026 09:
037-A-03,037,037 - Lacaly AlMahmal - MAATC,Closed,76,PICKER2@ALMOOSA.COM.SA,Sat Sep 12 2026 14:
037-A-02,037,037 - Lacaly AlMahmal - MAATC,Closed,69,PICKER2@ALMOOSA.COM.SA,Thu Sep 10 2026 16:
037-J-02,037,037 - Lacaly AlMahmal - MAATC,Closed,69,PICKER5@ALMOOSA.COM.SA,Thu Sep 10 2026 14:
037-J-01,037,037 - Lacaly AlMahmal - MAATC,Closed,64,PICKER5@ALMOOSA.COM.SA,Wed Sep 09 2026 08:
037-U-18,037,037 - Lacaly AlMahmal - MAATC,Closed,63,picker6@almoosa.com.sa,Sat Sep 12 2026 15:
037-U-39,037,037 - Lacaly AlMahmal - MAATC,Closed,54,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 11:
037-U-47,037,037 - Lacaly AlMahmal - MAATC,Closed,51,PICKER7@ALMOOSA.COM.SA,Sat Sep 12 2026 09:
037-J-03,037,037 - Lacaly AlMahmal - MAATC,Closed,34,PICKER5@ALMOOSA.COM.SA,Sat Sep 12 2026 16:
037-U-46,037,037 - Lacaly AlMahmal - MAATC,Closed,31,PICKER7@ALMOOSA.COM.SA,Sat Sep 12 2026 17:
037-U-6,037,037 - Lacaly AlMahmal - MAATC,Open,23,PICKER4@ALMOOSA.COM.SA,Sat Sep 12 2026 18:
019-U-41,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 13:
037-U-21,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Mon Sep 07 2026 16:
037-U-22,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Mon Sep 07 2026 16:
037-U-23,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Mon Sep 07 2026 16:
037-U-24,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Mon Sep 07 2026 17:
037-U-25,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Mon Sep 07 2026 17:
037-U-26,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 09:
037-U-27,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 09:
037-U-28,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 09:
037-U-29,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 09:
037-U-30,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-31,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-32,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-33,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-34,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-35,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-36,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 10:
037-U-37,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 11:
037-U-38,037,037 - Lacaly AlMahmal - MAATC,Closed,12,PICKER7@ALMOOSA.COM.SA,Tue Sep 08 2026 11:
019-U-34,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 13:
019-U-36,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 11:
019-U-37,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 13:
019-U-38,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 11:
019-U-39,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 11:
019-U-40,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 11:
019-U-42,037,037 - Lacaly AlMahmal - MAATC,Closed,11,PICKER7@ALMOOSA.COM.SA,Wed Sep 09 2026 14:
019-U-43,037,037 - Lacaly AlMahmal - MAATC,Closed,8,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 08:
037-A-01,037,037 - Lacaly AlMahmal - MAATC,Closed,8,picker11@almoosa.com.sa,Wed Sep 09 2026 11:
037-A-04,037,037 - Lacaly AlMahmal - MAATC,Closed,5,PICKER11@ALMOOSA.COM.SA,Sun Sep 13 2026 11:
037-A-20,037,037 - Lacaly AlMahmal - MAATC,Open,1,SYSADMIN,Mon Sep 14 2026 11:
PUTAWAY-001,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,501,PICKER6@ALMOOSA.COM.sa,Tue Sep 08 2026 08:
PUTAWAY71,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,329,PICKER2@ALMOOSA.COM.SA,Thu Sep 10 2026 16:
PUTAWAY2,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,212,PICKER5@ALMOOSA.COM.SA,Wed Sep 09 2026 08:
PUTAWAY17,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,117,PICKER7@ALMOOSA.COM.SA,Thu Sep 10 2026 11:
PUTAWAY-04,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,109,PICKER4@ALMOOSA.COM.SA,Tue Sep 08 2026 17:
PUTAWAY038,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,85,PICKER7@ALMOOSA.COM.SA,Sat Sep 12 2026 16:
PUTAWAY33,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,11,PICKER4@ALMOOSA.COM.SA,Sat Sep 12 2026 18:
PUTAWAY19,WH-MAIN,WH-MAIN (Warehouse Putaway),Closed,3,picker11@almoosa.com.sa,Wed Sep 09 2026 13:
PUTAWAY55,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,1,SYSADMIN,Mon Sep 14 2026 11:
PAW-ASN0007-1788605001964,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,PICKER6@ALMOOSA.COM.sa,Sat Sep 05 2026 18:
PAW-ASN0007-1789208232233,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,PICKER4@ALMOOSA.COM.SA,Sat Sep 12 2026 18:
PAW-ASN0007-1789296173994,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,picker10@almoosa.com.sa,Sun Sep 13 2026 13:
PAW-ASN0007-1789298411265,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,PICKER11@ALMOOSA.COM.SA,Sun Sep 13 2026 14:
PAW-ASN0007-1789298447422,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,PICKER11@ALMOOSA.COM.SA,Sun Sep 13 2026 14:
PAW-ASN0007-1789375944008,WH-MAIN,WH-MAIN (Warehouse Putaway),Open,0,SYSADMIN,Mon Sep 14 2026 11:
